readAlignmentCoord,1,2,3,4,5,6,7,8,9,10,11,12,A,B,C,D,E,F,G,H,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PR01,PR02,PR03,PR04,PR05,PR06,PR07,PR08
3399667,0,0,0,0,379,1,3,0,0,0,0,2,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,5,0,0,0,124,0
3399736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3399737,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3399738,97,0,0,0,0,0,0,0,1,0,0,0,1,22,0,0,0,0,0,0,0,361,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,1,0,0
3399757,0,0,125,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,0,0,23,0,0
3399758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399865,3,0,0,0,0,0,583,0,1,0,4,3,3,0,0,378,0,0,0,0,0,0,190,1,0,69,4,1,0,0,2337,2,6,19,0,0,0,0,1,0,339,0,1,0,0,0,0,0
3399866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3399867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3399918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3399919,651,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,345,0,0,4,1,1,0,0,1,0,1287,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,223,0,0,0
3399920,0,0,34,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,137,0,0,56,0,0,0,0,0
3405769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3405770,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405771,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3405772,0,0,0,0,0,0,0,0,59,0,0,49,0,21,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,289,0,149,0,1,0,0,0,0,0,0,54,0,0,0,48,0,0,0
3405773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3405781,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,119,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
3405782,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,1,22,0,1,0,0
3405784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405832,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,41,0,0,0,0,0
3405833,0,0,0,263,0,0,0,0,0,0,1,0,71,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,52,0
3405950,91,0,1,0,1,2,0,1,0,0,184,0,1,0,0,0,39,192,0,68,0,0,0,183,0,2,1,0,0,1,2,2,0,415,0,0,0,0,0,13,0,0,1,0,0,44,0,51
3405951,0,0,0,0,69,0,0,0,0,0,0,0,0,1,0,2,12,0,0,0,0,1,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
3405952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405961,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,197,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,0,0,0,0,0,1,0,58
3405963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406033,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3406065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3406093,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,17,0,0,1,1,0,0
3406094,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
3406097,29,1,132,0,0,1,91,0,2,0,0,0,22,0,15,0,0,0,92,1,0,147,0,43,134,0,0,1,1,1,0,0,1,0,0,0,0,1,0,10,6,0,0,3,0,0,0,22
3406098,0,0,0,0,0,59,0,33,0,0,0,1,0,0,0,0,0,22,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,28,3,0
3406143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406144,14,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0
3406193,0,0,1,0,0,0,0,269,0,0,0,0,1,0,0,0,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
3406208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406275,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,128,0,0,0,0,0,0,0,41,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3406372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406373,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
3406378,0,0,0,2,0,0,29,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
3406379,0,0,0,24,0,0,15,0,0,0,0,0,1,1,0,0,0,0,5,4,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0
3406383,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406384,0,0,0,18,0,0,12,0,0,0,0,0,0,1,0,4,0,0,6,0,0,0,0,0,0,70,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
3406434,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
3406435,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,17,0,0
3406487,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,18,0,0,0
3406488,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
3406612,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3406625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406649,0,0,0,0,1,0,0,0,0,95,8,0,0,1,0,26,1,0,0,1,0,0,0,1,0,0,0,0,432,0,0,0,0,0,0,0,0,4,0,0,35,0,0,0,0,0,0,0
3406650,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3406651,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406703,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,187,3,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,1,0,140
3406704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3406890,0,0,0,1,1,0,0,0,6,0,0,15,8,0,0,10,3956,0,0,2,0,3545,5,1,6,0,0,0,0,6,0,0,0,0,0,0,1,0,1,1,42,5,0,5,2,46,9,0
3406891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406895,0,240,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,1,99,0,0,0,0,0
3406896,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,48,0,0,0,0,0,0
3406901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406904,0,0,0,0,265,1,0,0,0,1,0,0,0,0,0,0,114,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,54,0,0
3406905,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406906,0,0,0,134,0,0,0,0,0,36,0,0,0,1,0,7,0,49,0,0,0,0,0,4,0,0,0,1000,0,0,3,0,0,0,0,0,4,119,0,0,0,153,1,31,0,3,0,0
3406907,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406994,50,0,51,0,0,0,0,0,73,0,0,0,15,0,0,0,38,56,0,70,0,88,20,85,1,1,0,2,0,0,293,0,1,3,0,0,0,0,0,0,0,2,2,0,5,29,22,0
3406995,0,26,1,0,0,0,57,0,0,0,0,0,0,2,0,10,0,17,0,0,0,0,0,0,78,1,0,451,0,0,1,0,0,40,1,0,1,0,0,0,0,0,64,0,0,0,0,0
3407030,0,0,0,0,0,0,0,0,0,0,37,0,13,0,0,1,0,1,0,0,0,0,0,0,0,277,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0
3407033,0,0,0,0,61,0,0,0,0,0,0,16,0,3,0,1,0,0,0,0,0,0,0,0,0,0,63,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
3407107,0,56,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
3407158,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407160,0,0,0,0,0,0,0,29,0,0,20,0,0,1,0,0,0,0,17,0,0,0,0,0,120,0,0,116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,0,0,0
3407194,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,16,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
3407200,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,3,0,0,0,0,0,0
3407295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407296,0,0,17,0,0,0,0,0,0,1,9,0,0,0,0,8,31,0,0,0,0,0,19,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1
3407299,0,0,0,0,0,0,19,0,0,0,0,20,7,0,0,0,0,0,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,11,0,0,0,0,0,17,0
3407425,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
3407581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407582,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,7,0,0,0,0
3407597,0,0,0,0,0,59,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,1,0,0,0,139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0
3407600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407601,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,0,0,0,20,0,0,0,0
3407611,0,0,0,0,88,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
3407627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407628,0,0,0,0,0,0,0,0,0,0,59,0,0,32,0,21,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,26,0,0,0,0,1
3407629,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,38,0,0,0,0,0,623,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,0,0
3407630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3407686,0,0,0,0,0,0,0,0,62,0,0,0,28,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
3407695,0,93,0,0,0,0,0,138,0,0,92,0,32,0,0,2,108,87,0,0,16,0,0,0,0,504,0,0,1,0,0,0,0,0,3,0,230,2,0,0,0,53,0,5,1,66,0,0
3407764,131,0,0,0,0,0,0,0,0,0,1,1,0,0,72,0,0,0,0,0,0,5,0,0,0,0,0,0,1,886,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
3407765,0,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0
3407845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407846,0,0,0,0,1,0,0,0,0,0,0,15,0,1,0,0,0,26,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
3407868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407869,0,0,0,362,0,0,0,0,0,0,1,0,0,0,0,0,0,157,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,264,1,0,2,0,0
3407870,0,0,29,0,0,0,0,0,0,0,18,0,0,0,0,6,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,0,4,8,0,0,0
3407871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3407889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3407890,0,0,0,304,0,0,0,1,0,0,1,0,1,2,1,1,113,2,0,0,0,1,3,0,0,1312,0,0,1,0,0,1,0,0,5,0,0,0,0,2,0,0,0,86,0,0,0,0
3407891,0,0,0,0,94,28,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,94,0,0,0,0,2,0,0,0,0,0,0,0,0,31,0,0
3408005,0,0,0,0,4,0,0,0,0,0,0,931,0,358,3,0,7,0,0,7,0,0,0,2,0,1,4167,0,2,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,464,0,0
3408006,0,0,0,0,14,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
3408007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3408080,0,0,0,0,0,0,0,0,0,267,1,7,0,0,274,0,0,0,0,0,5,11,0,0,1,0,0,0,0,3396,0,0,0,0,0,1,0,0,1,0,0,0,479,0,0,0,0,0
3408081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3408122,0,0,5,1101,0,1,0,0,0,0,0,2,2,211,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,6,0,1488,0,0,2,0,0,0,0,499,0,0,0,2,0,0,0
3408123,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3408124,726,0,1219,4,0,0,6,1,0,1,8,4,0,158,272,1,9,13,1,18,2,9,0,8,0,1,5594,1,0,2,1,9,1,1,1556,13,0,0,0,0,740,0,509,0,1,0,0,0
3408125,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,46,0,0,0,0,2,1,0,0,0,0,2,0,3,0,0,0,0,0
3408126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3408127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3408134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408169,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3408254,0,0,2,0,6,6,2,15,0,6,975,8,1,0,0,0,11,1030,0,0,0,0,0,1,3537,3,4,0,0,4,0,0,0,0,2,1,7,9,0,1,847,0,0,0,5,5,0,0
3408255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3408261,0,938,1093,0,1,0,1,0,4,139,0,0,3,7,1,1,661,1,551,1,2,722,3,7,1841,2,0,2,4136,0,3,6,0,0,0,2,2,14,0,363,1,0,2,0,189,766,0,980
3408262,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,12,0,0,0,0,0,4,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,3
3408263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3408265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
3408266,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,0,0,0,0,3
3408276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3408342,0,0,6,0,0,510,0,0,337,0,1,0,76,0,2,0,0,0,0,549,0,0,3,0,1,0,5,1,0,0,4,1,1,1558,0,0,0,0,1,608,1389,0,0,298,1,0,0,0
3408343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3408344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408348,462,0,0,1,0,0,0,0,0,1,0,0,236,0,3,0,0,0,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,875,1,0,1,5,0,0
3408349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
3408438,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,366,0,0,117,0,0,0,0,0
3408441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3408475,0,0,0,0,0,0,1,0,3,321,0,0,4,0,0,320,0,0,0,0,1,0,1,988,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,797,6,0,0,12,0,0
3408476,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,14,0,0
3408477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
